"Fecha","Tipo","Jugador/Beneficiario","De (Vendedor)","A (Comprador)","Importe"
"19/09/2025","Traspaso","Ounahi","LALIGA","Pablinistan FC","866657"
"18/09/2025","Traspaso","Víctor Muñoz","Visite La Manga FC","Pablinistan FC","2551415"
"18/09/2025","Traspaso","Berenguer","Pablinistan FC","GOLENCIERRO FC","31474933"
"18/09/2025","Blindaje","Etta Eyong","","","0"
"18/09/2025","Blindaje","Pepe","","","0"
"18/09/2025","Traspaso","C. Soler","LALIGA","Pablinistan FC","17952500"
"18/09/2025","Traspaso","André Silva","LALIGA","Pablinistan FC","4280996"
"18/09/2025","Traspaso","Buchanan","GOLENCIERRO FC","Vigar FC","30313932"
"18/09/2025","Traspaso","Foyth","Alcatamy eSports By","LALIGA","27384173"
"18/09/2025","Traspaso","Gayá","Pablinistan FC","LALIGA","6402203"
"18/09/2025","Blindaje","Júnior R.","","","0"
"18/09/2025","Blindaje","Aarón","","","0"
"18/09/2025","Traspaso","Pol Lozano","Pablinistan FC","LALIGA","1220194"
"17/09/2025","Blindaje","Affengruber","","","0"
"17/09/2025","Traspaso","Suazo","LALIGA","Alcatamy eSports By","6150212"
"17/09/2025","Traspaso","Laporte","LALIGA","Alcatamy eSports By","26653212"
"17/09/2025","Traspaso","Rioja","Vigar FC","LALIGA","18022309"
"17/09/2025","Blindaje","Leo Román","","","0"
"16/09/2025","Traspaso","Febas","Morenazos FC","GOLENCIERRO FC","2019738"
"16/09/2025","Traspaso","Cucho","Alcatamy eSports By","GOLENCIERRO FC","10296859"
"16/09/2025","Traspaso","German V.","Vigar FC","GOLENCIERRO FC","10791271"
"16/09/2025","Traspaso","Johnny","GOLENCIERRO FC","LALIGA","20850485"
"16/09/2025","Traspaso","Aimar","GOLENCIERRO FC","LALIGA","12969229"
"16/09/2025","Blindaje","Ferran","","","0"
"16/09/2025","Traspaso","Rafa Mir","LALIGA","Alcatamy eSports By","17362312"
"16/09/2025","Traspaso","R. Mendoza","LALIGA","Vigar FC","4172591"
"16/09/2025","Traspaso","Dendoncker","LALIGA","Morenazos FC","6377160"
"16/09/2025","Recompensa","Alcatamy eSports By","","","6200000"
"16/09/2025","Recompensa","GOLENCIERRO FC","","","6600000"
"16/09/2025","Recompensa","Visite La Manga FC","","","7800000"
"16/09/2025","Recompensa","Vigar FC","","","6200000"
"16/09/2025","Recompensa","Pablinistan FC","","","4400000"
"16/09/2025","Recompensa","Morenazos FC","","","7500000"
"16/09/2025","Recompensa","GOLENCIERRO FC","","","100000"
"16/09/2025","Recompensa","Visite La Manga FC","","","100000"
"16/09/2025","Recompensa","Alcatamy eSports By","","","100000"
"16/09/2025","Recompensa","Morenazos FC","","","200000"
"15/09/2025","Traspaso","Rioja","Morenazos FC","Vigar FC","17879067"
"15/09/2025","Traspaso","Arambarri","Alcatamy eSports By","GOLENCIERRO FC","14792420"
"15/09/2025","Traspaso","I. Romero","Vigar FC","GOLENCIERRO FC","2581582"
"15/09/2025","Traspaso","Bryan","Alcatamy eSports By","LALIGA","16348287"
"15/09/2025","Traspaso","Aimar","LALIGA","GOLENCIERRO FC","14374072"
"15/09/2025","Traspaso","Manuel Fernández","LALIGA","Vigar FC","1000001"
"15/09/2025","Traspaso","Riquelme","Vigar FC","LALIGA","33099317"
"14/09/2025","Traspaso","Pathé I. Ciss","Visite La Manga FC","Morenazos FC","6707070"
"14/09/2025","Traspaso","Catena","GOLENCIERRO FC","Morenazos FC","19788685"
"14/09/2025","Traspaso","Hancko","Morenazos FC","LALIGA","24883684"
"14/09/2025","Traspaso","Bellingham","GOLENCIERRO FC","LALIGA","40585838"
"14/09/2025","Traspaso","F. Mastantuono","Alcatamy eSports By","LALIGA","46907364"
"14/09/2025","Traspaso","Neyou","Pablinistan FC","LALIGA","3973618"
"14/09/2025","Traspaso","Kumbulla","LALIGA","Alcatamy eSports By","1854989"
"14/09/2025","Traspaso","Nico Gonzalez","LALIGA","Alcatamy eSports By","19391865"
"14/09/2025","Traspaso","V. Rosier","Visite La Manga FC","Pablinistan FC","16431853"
"14/09/2025","Traspaso","E. Militão","Pablinistan FC","Visite La Manga FC","46854910"
"13/09/2025","Traspaso","Carvajal","LALIGA","Visite La Manga FC","24577933"
"13/09/2025","Traspaso","De Frutos","LALIGA","Alcatamy eSports By","25864255"
"12/09/2025","Traspaso","Jauregizar","GOLENCIERRO FC","LALIGA","12499205"
"12/09/2025","Traspaso","Aimar","GOLENCIERRO FC","LALIGA","15772581"
"12/09/2025","Traspaso","Isi","Alcatamy eSports By","LALIGA","45736998"
"12/09/2025","Traspaso","Johnny","LALIGA","GOLENCIERRO FC","23976030"
"12/09/2025","Traspaso","Lewandowski","LALIGA","Alcatamy eSports By","58453935"
"12/09/2025","Traspaso","Pol Lozano","LALIGA","Pablinistan FC","1357857"
"11/09/2025","Traspaso","Raúl","LALIGA","GOLENCIERRO FC","1202143"
"11/09/2025","Traspaso","Mariano","LALIGA","Morenazos FC","2871274"
"11/09/2025","Traspaso","Foyth","LALIGA","Alcatamy eSports By","27895321"
"11/09/2025","Traspaso","Almada","Alcatamy eSports By","LALIGA","33570130"
"11/09/2025","Traspaso","Gudelj","Alcatamy eSports By","Pablinistan FC","3337651"
"11/09/2025","Traspaso","Álvaro Nuñez","Pablinistan FC","Vigar FC","3121940"
"11/09/2025","Traspaso","Eric","Vigar FC","Pablinistan FC","18355309"
"11/09/2025","Blindaje","Sergio Herrera","","","0"
"11/09/2025","Blindaje","Affengruber","","","0"
"10/09/2025","Traspaso","Bartra","GOLENCIERRO FC","LALIGA","37781233"
"10/09/2025","Blindaje","F. Mastantuono","","","0"
"10/09/2025","Traspaso","Mbappé","Visite La Manga FC","Morenazos FC","167000000"
"10/09/2025","Traspaso","R. Araujo","Morenazos FC","LALIGA","22859209"
"10/09/2025","Traspaso","Á. Carreras","Vigar FC","LALIGA","65809247"
"10/09/2025","Traspaso","Bellingham","LALIGA","GOLENCIERRO FC","37000001"
"10/09/2025","Blindaje","Lo Celso","","","0"
"09/09/2025","Traspaso","Tenaglia","Vigar FC","LALIGA","13080184"
"09/09/2025","Traspaso","Gayá","LALIGA","Pablinistan FC","7922564"
"09/09/2025","Traspaso","Juanlu","LALIGA","Pablinistan FC","2544148"
"09/09/2025","Traspaso","Vargas","LALIGA","Vigar FC","10481237"
"08/09/2025","Blindaje","Mbappé","","","0"
"08/09/2025","Traspaso","Lamine Yamal","Morenazos FC","Alcatamy eSports By","150024667"
"08/09/2025","Traspaso","Neyou","LALIGA","Pablinistan FC","4107545"
"08/09/2025","Traspaso","Swiderski","LALIGA","Pablinistan FC","322667"
"08/09/2025","Traspaso","Rafa Romero","LALIGA","Morenazos FC","333387"
"07/09/2025","Traspaso","Fran González","Visite La Manga FC","LALIGA","408743"
"07/09/2025","Traspaso","Pablo Durán","Alcatamy eSports By","LALIGA","604587"
"07/09/2025","Traspaso","A. Fortuño","LALIGA","Visite La Manga FC","673237"
"07/09/2025","Traspaso","Bryan","LALIGA","Alcatamy eSports By","16718905"
"06/09/2025","Traspaso","Barrenetxea","Pablinistan FC","LALIGA","10500733"
"06/09/2025","Traspaso","Raphinha","Alcatamy eSports By","GOLENCIERRO FC","140031541"
"06/09/2025","Traspaso","De Frutos","GOLENCIERRO FC","LALIGA","21943521"
"06/09/2025","Traspaso","Javi Guerra","GOLENCIERRO FC","LALIGA","23021409"
"06/09/2025","Traspaso","Areso","Alcatamy eSports By","GOLENCIERRO FC","14132115"
"06/09/2025","Traspaso","Tenaglia","LALIGA","Vigar FC","11382382"
"06/09/2025","Traspaso","Odriozola","Morenazos FC","LALIGA","1061678"
"06/09/2025","Traspaso","Oskarsson","Morenazos FC","LALIGA","4479408"
"06/09/2025","Traspaso","Almada","Morenazos FC","Alcatamy eSports By","30134138"
"06/09/2025","Traspaso","Ruben","Pablinistan FC","LALIGA","350771"
"06/09/2025","Traspaso","F. Garcés","Pablinistan FC","GOLENCIERRO FC","3065405"
"06/09/2025","Traspaso","Tárrega","Alcatamy eSports By","GOLENCIERRO FC","12577638"
"06/09/2025","Traspaso","Isi","GOLENCIERRO FC","Alcatamy eSports By","40646043"
"06/09/2025","Traspaso","Coba","Pablinistan FC","LALIGA","395535"
"06/09/2025","Traspaso","Barrenetxea","Alcatamy eSports By","Pablinistan FC","9514007"
"05/09/2025","Traspaso","Rafa Marín","Pablinistan FC","LALIGA","22431940"
"05/09/2025","Traspaso","Á. Carreras","LALIGA","Vigar FC","62505001"
"05/09/2025","Traspaso","Ilaix Moriba","LALIGA","Alcatamy eSports By","5256859"
"05/09/2025","Traspaso","Hancko","LALIGA","Morenazos FC","25356496"
"04/09/2025","Traspaso","Eder Sarabia","LALIGA","GOLENCIERRO FC","932159"
"04/09/2025","Traspaso","Almeida","Morenazos FC","LALIGA","3624628"
"04/09/2025","Traspaso","Rafa Marín","GOLENCIERRO FC","Pablinistan FC","19839388"
"04/09/2025","Traspaso","Boyomo","Alcatamy eSports By","Pablinistan FC","14671700"
"04/09/2025","Traspaso","Pepe","Pablinistan FC","Vigar FC","35176521"
"04/09/2025","Traspaso","Huijsen","Alcatamy eSports By","LALIGA","103246322"
"04/09/2025","Traspaso","Tchouaméni","Vigar FC","LALIGA","56105809"
"04/09/2025","Traspaso","Buchanan","LALIGA","GOLENCIERRO FC","20000000"
"04/09/2025","Traspaso","Etta Eyong","LALIGA","Alcatamy eSports By","20256321"
"04/09/2025","Traspaso","Antony","LALIGA","Vigar FC","78500011"
"04/09/2025","Traspaso","Maroan","Vigar FC","LALIGA","6387634"
"03/09/2025","Traspaso","Mouriño","LALIGA","Alcatamy eSports By","18123021"
"02/09/2025","Traspaso","Brahim","Vigar FC","LALIGA","21568481"
"02/09/2025","Traspaso","Darder","LALIGA","Morenazos FC","15694649"
"02/09/2025","Traspaso","Dani Calvo","LALIGA","Morenazos FC","1296487"
"02/09/2025","Traspaso","Nacho Vidal","LALIGA","Morenazos FC","2324533"
"02/09/2025","Traspaso","Febas","LALIGA","Morenazos FC","1260742"
"02/09/2025","Traspaso","F. Calero","LALIGA","Morenazos FC","1517486"
"02/09/2025","Blindaje","Gueye","","","0"
"02/09/2025","Traspaso","Diego López","Morenazos FC","LALIGA","18648781"
"01/09/2025","Traspaso","A. J. Morales","LALIGA","Morenazos FC","5234140"
"01/09/2025","Traspaso","Aarón","LALIGA","Alcatamy eSports By","7257212"
"01/09/2025","Traspaso","Dani Olmo","Vigar FC","LALIGA","44961309"
"01/09/2025","Traspaso","Juan Iglesias","Pablinistan FC","LALIGA","2620532"
"01/09/2025","Recompensa","Morenazos FC","","","100000"
"01/09/2025","Recompensa","GOLENCIERRO FC","","","100000"
"01/09/2025","Recompensa","Morenazos FC","","","5300000"
"01/09/2025","Recompensa","Alcatamy eSports By","","","6200000"
"01/09/2025","Recompensa","Visite La Manga FC","","","6500000"
"01/09/2025","Recompensa","Vigar FC","","","4800000"
"01/09/2025","Recompensa","Pablinistan FC","","","7800000"
"01/09/2025","Recompensa","GOLENCIERRO FC","","","6100000"
"31/08/2025","Traspaso","David López","Morenazos FC","LALIGA","5396348"
"31/08/2025","Traspaso","Turrientes","Pablinistan FC","LALIGA","2609659"
"31/08/2025","Traspaso","De Galarreta","Vigar FC","LALIGA","9806122"
"31/08/2025","Traspaso","Víctor Muñoz","LALIGA","Visite La Manga FC","2551415"
"31/08/2025","Traspaso","Rioja","LALIGA","Morenazos FC","17600000"
"31/08/2025","Traspaso","Edu Expósito","LALIGA","Alcatamy eSports By","7370104"
"31/08/2025","Traspaso","Jauregizar","LALIGA","GOLENCIERRO FC","10028596"
"31/08/2025","Traspaso","Mario Martín","Vigar FC","LALIGA","1753827"
"30/08/2025","Traspaso","D. Cárdenas","GOLENCIERRO FC","LALIGA","551841"
"30/08/2025","Traspaso","Raba","GOLENCIERRO FC","LALIGA","17820680"
"30/08/2025","Traspaso","Dani Olmo","LALIGA","Vigar FC","43527745"
"30/08/2025","Traspaso","German V.","LALIGA","Vigar FC","3400000"
"30/08/2025","Traspaso","Ruggeri","Vigar FC","LALIGA","18821898"
"30/08/2025","Traspaso","Pau López","Alcatamy eSports By","LALIGA","7783735"
"29/08/2025","Traspaso","Iñaki Peña","LALIGA","GOLENCIERRO FC","1491243"
"29/08/2025","Traspaso","Aleñá","Vigar FC","LALIGA","6499357"
"29/08/2025","Traspaso","Zubeldia","Alcatamy eSports By","Visite La Manga FC","17900000"
"29/08/2025","Traspaso","Brais Méndez","Visite La Manga FC","LALIGA","16796481"
"29/08/2025","Traspaso","C. Dominguez","Visite La Manga FC","LALIGA","573179"
"29/08/2025","Traspaso","Riquelme","Alcatamy eSports By","Vigar FC","25000000"
"29/08/2025","Traspaso","Danjuma","Visite La Manga FC","LALIGA","6983253"
"28/08/2025","Traspaso","Turrientes","LALIGA","Pablinistan FC","2600264"
"27/08/2025","Traspaso","Conor Gallagher","Morenazos FC","LALIGA","11127069"
"27/08/2025","Traspaso","Nyland","GOLENCIERRO FC","LALIGA","5876562"
"27/08/2025","Traspaso","Leo Román","LALIGA","GOLENCIERRO FC","7000000"
"27/08/2025","Traspaso","Cucho","LALIGA","Alcatamy eSports By","10296859"
"27/08/2025","Traspaso","Brais Méndez","LALIGA","Visite La Manga FC","18100000"
"27/08/2025","Traspaso","Pathé I. Ciss","LALIGA","Visite La Manga FC","4100000"
"27/08/2025","Traspaso","F. Mastantuono","LALIGA","Alcatamy eSports By","26352610"
"27/08/2025","Blindaje","Catena","","","0"
"26/08/2025","Traspaso","Iñaki Williams","GOLENCIERRO FC","LALIGA","49075586"
"26/08/2025","Traspaso","Maroan","LALIGA","Vigar FC","6000001"
"26/08/2025","Traspaso","Eric","LALIGA","Vigar FC","14256620"
"26/08/2025","Traspaso","Ruben","LALIGA","Pablinistan FC","318816"
"26/08/2025","Traspaso","Mario Martín","LALIGA","Vigar FC","1900000"
"26/08/2025","Traspaso","Aramburu","LALIGA","Alcatamy eSports By","7343725"
"26/08/2025","Traspaso","Simeone","LALIGA","Alcatamy eSports By","6735256"
"26/08/2025","Traspaso","Ferran","GOLENCIERRO FC","Vigar FC","33282428"
"26/08/2025","Traspaso","Aleñá","Visite La Manga FC","Vigar FC","5403700"
"26/08/2025","Blindaje","Huijsen","","","0"
"26/08/2025","Blindaje","Cardona","","","0"
"26/08/2025","Traspaso","Blanco","Visite La Manga FC","LALIGA","6635098"
"26/08/2025","Traspaso","L. Milla","Vigar FC","Visite La Manga FC","21576406"
"26/08/2025","Blindaje","Mbappé","","","0"
"26/08/2025","Blindaje","E. Militão","","","0"
"26/08/2025","Recompensa","Visite La Manga FC","","","8200000"
"26/08/2025","Recompensa","Alcatamy eSports By","","","6700000"
"26/08/2025","Recompensa","GOLENCIERRO FC","","","7700000"
"26/08/2025","Recompensa","Vigar FC","","","10700000"
"26/08/2025","Recompensa","Pablinistan FC","","","8900000"
"26/08/2025","Recompensa","Morenazos FC","","","3700000"
"26/08/2025","Recompensa","GOLENCIERRO FC","","","100000"
"26/08/2025","Recompensa","Vigar FC","","","200000"
"26/08/2025","Recompensa","Visite La Manga FC","","","200000"
"26/08/2025","Recompensa","Pablinistan FC","","","100000"
"26/08/2025","Traspaso","Rubén García","Vigar FC","LALIGA","11357417"
"25/08/2025","Traspaso","Raba","Visite La Manga FC","GOLENCIERRO FC","19500000"
"25/08/2025","Traspaso","Álvaro Nuñez","GOLENCIERRO FC","Pablinistan FC","1672043"
"25/08/2025","Traspaso","Brais Méndez","Alcatamy eSports By","LALIGA","18313510"
"25/08/2025","Traspaso","Ugrinic","Alcatamy eSports By","LALIGA","5620753"
"25/08/2025","Traspaso","Tsygankov","Morenazos FC","LALIGA","16777345"
"25/08/2025","Traspaso","Tchouaméni","Pablinistan FC","Vigar FC","45913530"
"25/08/2025","Traspaso","Gudelj","LALIGA","Alcatamy eSports By","2923496"
"25/08/2025","Traspaso","Pau López","LALIGA","Alcatamy eSports By","7062746"
"25/08/2025","Traspaso","Lamine Yamal","LALIGA","Morenazos FC","143000000"
"24/08/2025","Traspaso","T. Martinez","Pablinistan FC","LALIGA","2178677"
"24/08/2025","Traspaso","Raíllo","Vigar FC","LALIGA","19819938"
"24/08/2025","Traspaso","R. Terrats","Vigar FC","LALIGA","4235363"
"24/08/2025","Traspaso","Agirrezabala","LALIGA","Vigar FC","10000000"
"24/08/2025","Traspaso","Blanco","LALIGA","Visite La Manga FC","6141811"
"23/08/2025","Traspaso","J. Mojica","Visite La Manga FC","LALIGA","14254186"
"23/08/2025","Traspaso","Kike Barja","Vigar FC","LALIGA","1191007"
"23/08/2025","Blindaje","Mbappé","","","0"
"23/08/2025","Traspaso","Brahim","LALIGA","Vigar FC","17119939"
"23/08/2025","Traspaso","Lemar","LALIGA","Morenazos FC","4493526"
"23/08/2025","Traspaso","Areso","LALIGA","Alcatamy eSports By","8229828"
"23/08/2025","Traspaso","Almada","GOLENCIERRO FC","Morenazos FC","28778086"
"22/08/2025","Traspaso","Arda Güler","Vigar FC","LALIGA","84152709"
"22/08/2025","Traspaso","R. Terrats","LALIGA","Vigar FC","4200000"
"22/08/2025","Traspaso","Ernesto Valverde","LALIGA","GOLENCIERRO FC","5787602"
"22/08/2025","Traspaso","I. Romero","LALIGA","Vigar FC","655242"
"21/08/2025","Traspaso","Kike Barja","LALIGA","Vigar FC","1196970"
"21/08/2025","Traspaso","Simeone","GOLENCIERRO FC","LALIGA","7372392"
"21/08/2025","Traspaso","Riquelme","GOLENCIERRO FC","Alcatamy eSports By","21000000"
"21/08/2025","Traspaso","A. Batalla","Alcatamy eSports By","Vigar FC","13000000"
"21/08/2025","Blindaje","E. Militão","","","0"
"21/08/2025","Blindaje","Brais Méndez","","","0"
"21/08/2025","Blindaje","Nyland","","","0"
"21/08/2025","Traspaso","Pepe","Vigar FC","Pablinistan FC","21184896"
"21/08/2025","Traspaso","Dmitrovic","Vigar FC","Visite La Manga FC","11325763"
"21/08/2025","Traspaso","Diakhaby","Visite La Manga FC","LALIGA","3309205"
"21/08/2025","Traspaso","Krapyvtsov","Morenazos FC","Alcatamy eSports By","1000000"
"21/08/2025","Traspaso","Rafa Marín","LALIGA","GOLENCIERRO FC","11000000"
"21/08/2025","Traspaso","Iñaki Williams","LALIGA","GOLENCIERRO FC","65000000"
"21/08/2025","Traspaso","D. Cárdenas","LALIGA","GOLENCIERRO FC","800000"
"20/08/2025","Traspaso","Boyomo","LALIGA","Alcatamy eSports By","11459953"
"20/08/2025","Traspaso","Arambarri","Morenazos FC","Alcatamy eSports By","11292420"
"20/08/2025","Traspaso","Vini Jr.","Morenazos FC","Pablinistan FC","108300000"
"20/08/2025","Traspaso","Gonzalo","Pablinistan FC","LALIGA","13286187"
"20/08/2025","Traspaso","Carmona","GOLENCIERRO FC","LALIGA","2229164"
"20/08/2025","Traspaso","Trent","Alcatamy eSports By","LALIGA","66400501"
"20/08/2025","Traspaso","Barrenetxea","LALIGA","Alcatamy eSports By","4892148"
"20/08/2025","Traspaso","Arda Güler","LALIGA","Vigar FC","81320000"
"20/08/2025","Traspaso","Sergio Francisco","LALIGA","Morenazos FC","6715735"
"20/08/2025","Traspaso","Parejo","Pablinistan FC","LALIGA","12920300"
"20/08/2025","Recompensa","GOLENCIERRO FC","","","10600000"
"20/08/2025","Recompensa","Pablinistan FC","","","6100000"
"20/08/2025","Recompensa","Vigar FC","","","6900000"
"20/08/2025","Recompensa","Alcatamy eSports By","","","6700000"
"20/08/2025","Recompensa","Visite La Manga FC","","","7700000"
"20/08/2025","Recompensa","Morenazos FC","","","4500000"
"20/08/2025","Recompensa","Visite La Manga FC","","","100000"
"20/08/2025","Recompensa","GOLENCIERRO FC","","","200000"
"20/08/2025","Recompensa","Alcatamy eSports By","","","100000"
"19/08/2025","Traspaso","Valverde","Pablinistan FC","LALIGA","95114065"
"19/08/2025","Blindaje","A. Moleiro","","","0"
"19/08/2025","Blindaje","De Frutos","","","0"
"19/08/2025","Blindaje","Raba","","","0"
"19/08/2025","Blindaje","Brais Méndez","","","0"
"19/08/2025","Blindaje","Pepe","","","0"
"19/08/2025","Traspaso","Paredes","Vigar FC","LALIGA","9934947"
"19/08/2025","Traspaso","Carlos V.","Vigar FC","LALIGA","18796911"
"19/08/2025","Traspaso","Pepelu","Pablinistan FC","LALIGA","13070803"
"19/08/2025","Traspaso","Affengruber","LALIGA","GOLENCIERRO FC","3000000"
"18/08/2025","Traspaso","Fran González","LALIGA","Visite La Manga FC","485078"
"18/08/2025","Traspaso","Diego Conde","Visite La Manga FC","LALIGA","5639868"
"18/08/2025","Traspaso","Ugrinic","LALIGA","Alcatamy eSports By","6836228"
"18/08/2025","Traspaso","F. De Jong","Morenazos FC","LALIGA","56809844"
"17/08/2025","Traspaso","Le Normand","Vigar FC","LALIGA","43606337"
"17/08/2025","Traspaso","Paredes","LALIGA","Vigar FC","9340840"
"17/08/2025","Traspaso","Conor Gallagher","LALIGA","Morenazos FC","13435955"
"17/08/2025","Traspaso","Danjuma","LALIGA","Visite La Manga FC","6707122"
"17/08/2025","Traspaso","Raphinha","LALIGA","Alcatamy eSports By","118645283"
"17/08/2025","Traspaso","Hassan","LALIGA","Visite La Manga FC","3987843"
"17/08/2025","Traspaso","Natan","Alcatamy eSports By","LALIGA","17294901"
"17/08/2025","Traspaso","Rioja","Alcatamy eSports By","LALIGA","17594791"
"17/08/2025","Traspaso","Darder","Alcatamy eSports By","LALIGA","16687246"
"16/08/2025","Traspaso","Pablo Torre","Alcatamy eSports By","LALIGA","10003807"
"16/08/2025","Traspaso","Sivera","Pablinistan FC","LALIGA","9420365"
"16/08/2025","Traspaso","C. Alvarez","LALIGA","Alcatamy eSports By","1264969"
"16/08/2025","Traspaso","Comesaña","LALIGA","GOLENCIERRO FC","8000000"
"16/08/2025","Traspaso","Tsygankov","LALIGA","Morenazos FC","14792570"
"16/08/2025","Traspaso","Júnior R.","LALIGA","Pablinistan FC","9968000"
"16/08/2025","Traspaso","Gueye","LALIGA","Pablinistan FC","7899966"
"16/08/2025","Traspaso","Hugo Duro","Alcatamy eSports By","LALIGA","20422279"
"15/08/2025","Traspaso","Gazzaniga","Morenazos FC","LALIGA","21608219"
"15/08/2025","Traspaso","Luengo","LALIGA","Pablinistan FC","994292"
"15/08/2025","Traspaso","Coba","LALIGA","Pablinistan FC","402172"
"15/08/2025","Traspaso","Sergio Herrera","LALIGA","Morenazos FC","23500000"
"15/08/2025","Traspaso","Le Normand","Alcatamy eSports By","Vigar FC","39749512"
"15/08/2025","Traspaso","Moi Gómez","Morenazos FC","LALIGA","5184358"
"15/08/2025","Traspaso","Giuliano","Morenazos FC","LALIGA","28644277"
"14/08/2025","Traspaso","Foulquier","LALIGA","Visite La Manga FC","5575472"
"14/08/2025","Traspaso","A. Roca","LALIGA","Alcatamy eSports By","331419"
"14/08/2025","Traspaso","Lo Celso","LALIGA","Vigar FC","55500000"
"14/08/2025","Traspaso","Hugo Duro","LALIGA","Alcatamy eSports By","19850231"
"14/08/2025","Traspaso","Tárrega","LALIGA","Alcatamy eSports By","11750231"
"14/08/2025","Traspaso","Hansi Flick","LALIGA","Vigar FC","16000000"
"14/08/2025","Traspaso","Carlos Corberán","LALIGA","Morenazos FC","938967"
"14/08/2025","Traspaso","Asano","Pablinistan FC","Visite La Manga FC","4200000"
"14/08/2025","Traspaso","Puado","Alcatamy eSports By","LALIGA","39762476"
"14/08/2025","Traspaso","Gavi","Morenazos FC","LALIGA","19280451"
"14/08/2025","Traspaso","Fran García","Alcatamy eSports By","LALIGA","10980858"
"13/08/2025","Traspaso","Kike García","GOLENCIERRO FC","LALIGA","8440798"
"13/08/2025","Traspaso","Pablo Durán","LALIGA","Alcatamy eSports By","956502"
"13/08/2025","Traspaso","Gonzalo","LALIGA","Pablinistan FC","12054400"
"12/08/2025","Traspaso","Juan Iglesias","LALIGA","Pablinistan FC","1334986"
"12/08/2025","Traspaso","José Bordalás","LALIGA","Visite La Manga FC","2604720"
"12/08/2025","Traspaso","Marcos Llorente","LALIGA","Visite La Manga FC","39962224"
"12/08/2025","Traspaso","T. Martinez","LALIGA","Pablinistan FC","2069876"
"12/08/2025","Traspaso","Odriozola","LALIGA","Morenazos FC","1965954"
"12/08/2025","Traspaso","Asano","LALIGA","Pablinistan FC","3566689"
"12/08/2025","Traspaso","Christensen","Pablinistan FC","LALIGA","10287690"
"12/08/2025","Traspaso","Lunin","Morenazos FC","LALIGA","5059871"
"11/08/2025","Traspaso","Álvaro García","GOLENCIERRO FC","LALIGA","12492045"
"11/08/2025","Traspaso","Isco","Vigar FC","LALIGA","95293958"
"11/08/2025","Traspaso","Kike Salas","LALIGA","Vigar FC","5500111"
"11/08/2025","Traspaso","Trent","LALIGA","Alcatamy eSports By","57232021"
"11/08/2025","Traspaso","Tchouaméni","LALIGA","Pablinistan FC","42980400"
"11/08/2025","Traspaso","Asencio","Pablinistan FC","LALIGA","13438677"
"11/08/2025","Traspaso","Ratiu","Alcatamy eSports By","LALIGA","13834707"
"11/08/2025","Traspaso","Rodrygo","Alcatamy eSports By","LALIGA","22906271"
"11/08/2025","Traspaso","Morey","Alcatamy eSports By","LALIGA","3374417"
"10/08/2025","Traspaso","Ayoze","GOLENCIERRO FC","LALIGA","58814834"
"10/08/2025","Traspaso","Paredes","Vigar FC","LALIGA","10792679"
"10/08/2025","Traspaso","Ferran","LALIGA","GOLENCIERRO FC","25000000"
"10/08/2025","Traspaso","Carmona","LALIGA","GOLENCIERRO FC","3500000"
"10/08/2025","Traspaso","Le Normand","LALIGA","Alcatamy eSports By","39595321"
"10/08/2025","Traspaso","F. De Jong","LALIGA","Morenazos FC","51029442"
"10/08/2025","Traspaso","Valverde","LALIGA","Pablinistan FC","88783959"
"10/08/2025","Traspaso","Marcelino","LALIGA","Visite La Manga FC","6242640"
"09/08/2025","Traspaso","Guruzeta","Pablinistan FC","LALIGA","14439315"
"09/08/2025","Traspaso","Camavinga","Morenazos FC","LALIGA","21920398"
"09/08/2025","Traspaso","J. M. Giménez","Morenazos FC","LALIGA","11667622"
"09/08/2025","Traspaso","Isaac","Pablinistan FC","LALIGA","7838425"
"09/08/2025","Traspaso","Morey","LALIGA","Alcatamy eSports By","3371512"
"09/08/2025","Traspaso","Huijsen","LALIGA","Alcatamy eSports By","70135202"
"09/08/2025","Traspaso","Mbappé","LALIGA","Visite La Manga FC","147000000"
"09/08/2025","Traspaso","Aleñá","LALIGA","Visite La Manga FC","3474134"
"09/08/2025","Traspaso","Gazzaniga","LALIGA","Morenazos FC","21638466"
"09/08/2025","Traspaso","Iván Martín","Pablinistan FC","LALIGA","12781944"
"08/08/2025","Traspaso","Sergio Gómez","GOLENCIERRO FC","LALIGA","12458239"
"08/08/2025","Traspaso","Ez Abde","Alcatamy eSports By","LALIGA","6966490"
"08/08/2025","Traspaso","Isco","LALIGA","Vigar FC","107158500"
"08/08/2025","Traspaso","Ayoze","LALIGA","GOLENCIERRO FC","64690971"
"08/08/2025","Traspaso","V. Rosier","LALIGA","Visite La Manga FC","5600000"
"08/08/2025","Traspaso","Xabi Alonso","LALIGA","Pablinistan FC","19494000"
"08/08/2025","Traspaso","Riquelme","Visite La Manga FC","GOLENCIERRO FC","21000001"
"08/08/2025","Traspaso","Buchanan","Pablinistan FC","LALIGA","6731372"
"08/08/2025","Traspaso","Gayá","Visite La Manga FC","LALIGA","15432075"
"08/08/2025","Traspaso","Becker","Visite La Manga FC","LALIGA","8723704"
"07/08/2025","Traspaso","Endrick","Alcatamy eSports By","LALIGA","7563782"
"07/08/2025","Traspaso","Tsygankov","Vigar FC","LALIGA","17405882"
"07/08/2025","Traspaso","Koke","Vigar FC","LALIGA","11059036"
"07/08/2025","Traspaso","Puado","LALIGA","Alcatamy eSports By","38522121"
